Date,Eskom OCGT Generation,Eskom Gas Generation,Dispatchable IPP OCGT,Manual Load Reduction(MLR),Palmiet Gen Unit Hours,Ingula Gen Unit Hours,Drakensberg Gen Unit Hours,Palmiet Max Hours,Ingula Max Hours,Drakensberg Max Hours,Palmiet Min Hours,Ingula Min Hours,Drakensberg Min Hours
2026-02-01 03:00:00,0,0,2.9000000000000001E-2,0,50.799999999999997,44.740000000000002,89.700000000000003,58.7,67,102,8,12,12
2026-02-01 04:00:00,0,0,4.8000000000000001E-2,0,52.799999999999997,46.93,90.799999999999997,58.7,67,102,8,12,12
2026-02-01 05:00:00,0,0,142.49299999999999,0,53.600000000000001,47.920000000000002,92.400000000000006,58.7,67,102,8,12,12
2026-02-01 06:00:00,0,0,149.16,0,55.200000000000003,48.740000000000002,93.299999999999997,58.7,67,102,8,12,12
2026-02-01 07:00:00,0,0,150.06299999999999,0,55.200000000000003,49.560000000000002,93.299999999999997,58.7,67,102,8,12,12
2026-02-01 08:00:00,0,0,151.49799999999999,0,55.200000000000003,49.719999999999999,93.299999999999997,58.7,67,102,8,12,12
2026-02-01 09:00:00,0,0,151.506,0,55.200000000000003,49.719999999999999,93,58.7,67,102,8,12,12
2026-02-01 10:00:00,0,0,151.536,0,55.200000000000003,49.609999999999999,93,58.7,67,102,8,12,12
2026-02-01 11:00:00,0,0,151.55500000000001,0,54.399999999999999,49.609999999999999,93,58.7,67,102,8,12,12
2026-02-01 12:00:00,0,0,151.56399999999999,0,53.600000000000001,49.560000000000002,93,58.7,67,102,8,12,12
2026-02-01 13:00:00,0,0,151.541,0,53.600000000000001,49.560000000000002,93,58.7,67,102,8,12,12
2026-02-01 14:00:00,0,0,151.52099999999999,0,53.600000000000001,49.560000000000002,93.299999999999997,58.7,67,102,8,12,12
2026-02-01 15:00:00,0,0,151.53100000000001,0,53.600000000000001,49.880000000000003,93.299999999999997,58.7,67,102,8,12,12
2026-02-01 16:00:00,0,0,151.52199999999999,0,52.799999999999997,49.395000000000003,93,58.7,67,102,8,12,12
2026-02-01 17:00:00,0,0,151.54599999999999,0,51.200000000000003,48.909999999999997,92.099999999999994,58.7,67,102,8,12,12
2026-02-01 18:00:00,0,0,150.239,0,50,47.649999999999999,90.799999999999997,58.7,67,102,8,12,12
2026-02-01 19:00:00,0,0,148.69,0,48,45.810000000000002,89.700000000000003,58.7,67,102,8,12,12
2026-02-01 20:00:00,0,0,148.99700000000001,0,46.799999999999997,43.130000000000003,86.599999999999994,58.7,67,102,8,12,12
2026-02-01 21:00:00,0,0,80.796999999999997,0,44.799999999999997,40.740000000000002,85,58.7,67,102,8,12,12
2026-02-01 22:00:00,0,0,0.14899999999999999,0,44,38.729999999999997,84.599999999999994,58.7,67,102,8,12,12
2026-02-01 23:00:00,0,0,2.9000000000000001E-2,0,44.799999999999997,39.149999999999999,85,58.7,67,102,8,12,12
2026-02-02 00:00:00,0,0,0.158,0,45.600000000000001,40.630000000000003,86.200000000000003,58.7,67,102,8,12,12
2026-02-02 01:00:00,0,0,8.5999999999999993E-2,0,46.799999999999997,41.509999999999998,87.400000000000006,58.7,67,102,8,12,12
2026-02-02 02:00:00,0,0,6.4000000000000001E-2,0,47.200000000000003,42.32,88.599999999999994,58.7,67,102,8,12,12
2026-02-02 03:00:00,0,0,5.2999999999999999E-2,0,48,43.07,90,58.7,67,102,8,12,12
2026-02-02 04:00:00,0,0,6.8000000000000005E-2,0,48.799999999999997,43.939999999999998,90.299999999999997,58.7,67,102,8,12,12
2026-02-02 05:00:00,0,0,142.70400000000001,0,48.799999999999997,44.450000000000003,90.599999999999994,58.7,67,102,8,12,12
2026-02-02 06:00:00,0,0,149.21799999999999,0,47.600000000000001,42.609999999999999,89,58.7,67,102,8,12,12
2026-02-02 07:00:00,0,0,150.15299999999999,0,46,40.329999999999998,87.400000000000006,58.7,67,102,8,12,12
2026-02-02 08:00:00,0,0,151.512,0,46,40.270000000000003,86.599999999999994,58.7,67,102,8,12,12
2026-02-02 09:00:00,0,0,151.506,0,46.799999999999997,40.149999999999999,87.400000000000006,58.7,67,102,8,12,12
2026-02-02 10:00:00,0,0,151.53100000000001,0,46.799999999999997,40.149999999999999,87.799999999999997,58.7,67,102,8,12,12
2026-02-02 11:00:00,0,0,151.584,0,47.200000000000003,40.210000000000001,88.599999999999994,58.7,67,102,8,12,12
2026-02-02 12:00:00,0,0,151.53200000000001,0,47.600000000000001,40.210000000000001,88.599999999999994,58.7,67,102,8,12,12
2026-02-02 13:00:00,0,0,151.50700000000001,0,48,40.210000000000001,89,58.7,67,102,8,12,12
2026-02-02 14:00:00,0,0,151.53,0,48.799999999999997,40.210000000000001,90,58.7,67,102,8,12,12
2026-02-02 15:00:00,0,0,151.56399999999999,0,49.600000000000001,40.210000000000001,90,58.7,67,102,8,12,12
2026-02-02 16:00:00,0,0,151.51599999999999,0,49.600000000000001,40.210000000000001,90,58.7,67,102,8,12,12
2026-02-02 17:00:00,0,0,151.49600000000001,0,48.799999999999997,40.210000000000001,90,58.7,67,102,8,12,12
2026-02-02 18:00:00,0,0,150.32599999999999,0,48,40.039999999999999,90,58.7,67,102,8,12,12
2026-02-02 19:00:00,0,0,148.74199999999999,0,47.600000000000001,38.850000000000001,88.599999999999994,58.7,67,102,8,12,12
2026-02-02 20:00:00,0,0,149.00700000000001,0,46,35.590000000000003,86.599999999999994,58.7,67,102,8,12,12
2026-02-02 21:00:00,0,0,80.721999999999994,0,44,32.259999999999998,85,58.7,67,102,8,12,12
2026-02-02 22:00:00,0,0,0.063,0,44,31.129999999999999,88.599999999999994,58.7,67,102,8,12,12
2026-02-02 23:00:00,0,0,0.12,0,43.700000000000003,31.57,85,58.7,67,102,8,12,12
2026-02-03 00:00:00,0,0,0.182,0,44,32.880000000000003,86.200000000000003,58.7,67,102,8,12,12
2026-02-03 01:00:00,0,0,0.19700000000000001,0,46,34.789999999999999,87.400000000000006,58.7,67,102,8,12,12
2026-02-03 02:00:00,0,0,0.106,0,47.200000000000003,37.170000000000002,88.200000000000003,58.7,67,102,8,12,12
2026-02-03 03:00:00,0,0,3.5000000000000003E-2,0,48.799999999999997,39.799999999999997,89.700000000000003,58.7,67,102,8,12,12
2026-02-03 04:00:00,0,0,0.02,0,50,41.740000000000002,90.299999999999997,58.7,67,102,8,12,12
2026-02-03 05:00:00,0,0,142.761,0,50.799999999999997,42.549999999999997,91.200000000000003,58.7,67,102,8,12,12
2026-02-03 06:00:00,0,0,149.227,0,52,40.630000000000003,88.599999999999994,58.7,67,102,8,12,12
2026-02-03 07:00:00,0,0,150.011,0,48,39.619999999999997,87.400000000000006,58.7,67,102,8,12,12
2026-02-03 08:00:00,0,0,151.52600000000001,0,47.600000000000001,40.090000000000003,87.799999999999997,58.7,67,102,8,12,12
2026-02-03 09:00:00,0,0,151.52600000000001,0,47.600000000000001,40.090000000000003,88.200000000000003,58.7,67,102,8,12,12
2026-02-03 10:00:00,0,0,151.56899999999999,0,47.600000000000001,40.090000000000003,88.599999999999994,58.7,67,102,8,12,12
2026-02-03 11:00:00,0,0,151.55500000000001,0,47.600000000000001,40.210000000000001,89,58.7,67,102,8,12,12
2026-02-03 12:00:00,0,0,151.51599999999999,0,47.600000000000001,40.920000000000002,89,58.7,67,102,8,12,12
2026-02-03 13:00:00,0,0,151.51599999999999,0,47.600000000000001,40.920000000000002,89,58.7,67,102,8,12,12
2026-02-03 14:00:00,0,0,151.506,0,47.600000000000001,41.390000000000001,89,58.7,67,102,8,12,12
2026-02-03 15:00:00,0,0,151.52600000000001,0,47.200000000000003,41.450000000000003,88.200000000000003,58.7,67,102,8,12,12
2026-02-03 16:00:00,0,0,151.416,0,46,40.390000000000001,87.599999999999994,58.7,67,102,8,12,12
2026-02-03 17:00:00,0,0,151.32499999999999,0,45.600000000000001,38.909999999999997,87,58.7,67,102,8,12,12
2026-02-03 18:00:00,0,0,150.08699999999999,0,44,37.109999999999999,86.200000000000003,58.7,67,102,8,12,12
2026-02-03 19:00:00,0,0,148.834,0,43.299999999999997,35.710000000000001,85,58.7,67,102,8,12,12
2026-02-03 20:00:00,0,0,148.892,0,41.700000000000003,33.25,83,58.7,67,102,8,12,12
2026-02-03 21:00:00,0,0,80.841999999999999,0,38.899999999999999,30.559999999999999,81,58.7,67,102,8,12,12
2026-02-03 22:00:00,0,0,5.8999999999999997E-2,0,38.5,29.550000000000001,81,58.7,67,102,8,12,12
2026-02-03 23:00:00,0,0,5.0000000000000001E-3,0,38.899999999999999,29.93,81.400000000000006,58.7,67,102,8,12,12
2026-02-04 00:00:00,0,0,8.2000000000000003E-2,0,40.899999999999999,30.879999999999999,82.200000000000003,58.7,67,102,8,12,12
2026-02-04 01:00:00,0,0,4.2999999999999997E-2,0,42.5,32.57,84.200000000000003,58.7,67,102,8,12,12
2026-02-04 02:00:00,0,0,9.1999999999999998E-2,0,43.700000000000003,34.850000000000001,86.200000000000003,58.7,67,102,8,12,12
